foodname,calories,protein,fat,carbs,salt
"Mehrkornschrot gekocht, gebacken",56,1.9,0.52,9.8,0.002
"Wildlachs Konserve, abgetropft",145,15.515,9.22,0.0,0.718
"Pute gebraten im Ofen, mit Sahnesauce von dunkler/brauner Grundsauce",223,19.65,15.3,1.56,0.942
"Gemüsemischung Erbsen-Karotten, tiefgefroren, gebacken",73,4.0,0.518,10.493,0.032
"Tomate gesäuert, abgetropft",40,0.846,0.098,6.71,1.128
Fruchtkompott mit Süßstoff,52,0.644,0.3,10.5,0.01
"Kalbsherz gespickt, gedünstet, mit Sahnesauce von dunkler/brauner Grundsauce",171,13.4,11.6,2.9,0.922
"Semmelknödel gekocht, gebraten ohne Fett (Pfanne)",188,8.48,4.88,26.54,1.075
"Fruchtmischung/Fruchtcocktail, ungesüßt, Konserve, abgetropft",34,0.5,0.3,6.4,0.002
"Karotte/Möhre, Konserve, abgetropft",23,0.803,0.457,2.572,0.608
"Makrele in Öl, Konserve, abgetropft",212,15.1,16.84,0.0,0.722
"Gemüsemischung asiatische Art, tiefgefroren, gekocht",27,1.9,0.3,3.1,0.012
"Thunfisch in Öl, Konserve, abgetropft",207,28.262,10.45,0.0,0.845
Bockwurst gargezogen,249,12.576,22.05,0.0,2.0
"Rote Rübe/Rote Bete, gesäuert, abgetropft",70,1.6,0.3,13.0,1.275
"Spinat Konserve, abgetropft",17,2.2,0.4,0.31,0.59
"Kartoffelpuffer tiefgefroren, gebacken",171,5.0,1.88,32.38,1.055
"Gemüsemischung Kaisergemüse, tiefgefroren, geschmort ohne Fett",39,2.512,0.465,4.8,0.05
"Kartoffel geschält, gekocht, Konserve, abgetropft",65,1.772,0.089,13.248,0.6062
"Pfirsich in Fruchtsaft, Konserve, abgetropft",41,0.8,0.152,8.2,0.005
"Kartoffelrösti tiefgefroren, gebacken",303,3.597,12.584,42.5,1.492
"Buckellachs in Öl, Konserve, abgetropft",196,19.0,13.3,0.0,0.752
"Lachs in Öl, Konserve, abgetropft",203,18.905,14.2,0.0,1.0935
"Grünkohl Konserve, abgetropft",34,2.4,1.1,2.0,0.535
"Fruchtmischung/Fruchtcocktail, gezuckert, Konserve, abgetropft",69,0.5,0.2,15.4,0.008
"Mandarine in Fruchtsaft, Konserve, abgetropft",48,1.379,0.442,8.115,0.008
"Rind Frikadelle, gegrillt",246,20.12,15.95,5.0,1.77
"Miesmuschel in Öl, Konserve, abgetropft",150,8.19,12.8,0.0,0.698
"Karpfen im Backteig, gebraten ohne Fett (Pfanne)",189,16.9,6.85,14.13,0.442
"Rind/Schwein, Hacksteak, gebraten ohne Fett (Ofen)",272,22.08,19.71,1.41,2.2
"Trüffel Konserve, abgetropft",93,9.887,0.602,0.6,0.872
"Rind/Schwein, Hackfleisch gemischt, tiefgefroren",236,18.8,17.83,0.0,0.142
"Erdbeere gezuckert, Konserve, abgetropft",63,0.774,0.231,13.732,0.022
"Fischstäbchen (Alaska-Seelachs) paniert, tiefgefroren, gebraten ohne Fett (Ofen)",206,13.75,9.33,16.32,0.71
Gnocchi gekocht,140,3.64,0.54,29.13,1.0528
Eier-Frischteigwaren Ravioli (Fleischfüllung) gekocht,138,5.94,3.33,20.0,0.5
"Johannisbeere schwarz, gezuckert, Konserve, abgetropft",72,0.698,0.117,15.77,0.005
"Knollensellerie gesäuert, abgetropft",40,1.142,0.242,5.85,1.278
Gnocchi gedämpft,140,3.731,0.587,29.13,0.625
"Mirabelle gezuckert, Konserve, abgetropft",68,0.594,0.17,15.492,0.002
"Shiitakepilz Konserve, abgetropft",37,2.9,0.3,2.69,0.713
"Kalb Haxe, tiefgefroren, gebraten ohne Fett (Ofen)",144,25.038,4.876,0.0,0.31
"Milchreis mit Milch 3,5 % Fett und roter Grütze",123,3.8,2.4,20.7,0.078
"Rind/Schwein, Hacksteak, tiefgefroren",201,15.25,15.54,0.0,1.8
"Seelachs im Backteig, tiefgefroren, gebraten ohne Fett (Ofen)",252,14.44,12.33,20.14,0.922
Leberknödelsuppe,69,4.71,3.7,4.03,0.778
"Hummersalat mit Mayonnaise, gestreckt mit süßer Sahne",177,6.2,15.3,3.2,0.858
"Kalbsnieren gebraten, mit Senfsauce von dunkler/brauner Grundsauce",173,13.63,12.2,2.12,0.735
"Geflügelsalat (Huhn) mit Mayonnaise, gestreckt mit süßer Sahne",136,8.7,8.0,6.88,1.035
Baguette-Brötchen mit Ei und Remoulade,213,11.5,7.5,24.0,0.9
Aprikosenteilchen (Blätterteig),283,3.0,16.8,28.3,0.232
Linsen-Bolognese vegan,98,5.2,3.7,9.0,0.32
Madeirasauce von dunkler/brauner Grundsauce,77,1.0,4.5,6.9,0.54
"Thunfischsalat mit Mayonnaise, gestreckt mit Joghurt",180,12.0,13.6,1.71,0.93
Kalbfleischpastete mit Schweinefleisch,126,15.28,7.18,0.09,1.8
Kartoffelsuppe mit Gemüsebrühe und Brühwurst,93,2.95,5.4,8.0,0.8
Grüne-Bohnen-Salat (gegart) mit Speck-Essigmarinade,121,2.28,10.84,2.7,1.032
Linsensuppe mit Gemüse und gepökeltem Schweinefleisch,122,7.18,5.6,9.0,1.0
Chili con carne einfach,179,11.7,10.1,8.0,0.592
Artischockensalat (gegart) mit Zitronenmarinade,141,1.82,11.9,1.88,0.63
"Reissalat mit Gemüse, Kochschinken und Essigmarinade",114,4.94,6.96,6.8,0.708
"Kartoffelsuppe sauer, gebunden",62,1.07,1.7,10.0,0.448
"Baguette-Brötchen mit Kochschinken, Käse, Tomaten und Remoulade",193,14.6,7.3,16.0,1.4
"Maultaschen Schwäbische Art (mit Hackfleisch) gegart, mit gebratenen Zwiebeln",116,8.186,4.95,8.38,1.05
"Schwarzwurzeln gekocht, mit Sauce Hollandaise/Holländischer Sauce",174,2.1,14.2,6.0,0.345
"Pirogge mit Hackfleischfüllung, gebacken",366,15.2,18.59,33.0,0.938
Reis mit Pilzsauce von heller/weißer Grundsauce,95,2.2,2.4,15.7,0.288
Spiegeleierkuchen (Rührmasse),192,3.2,9.72,22.7,0.15
Artischockenböden mit Fleischfüllung,84,7.5,3.6,2.2,0.71
Linsensuppe mit Gemüse und Wiener Würstchen,115,5.78,5.5,9.0,1.0
Olivenpastete,155,10.91,12.27,0.07,1.8
Wildsauce von dunkler/brauner Grundsauce,95,1.1,6.7,6.6,0.678
"Butterkekse/Butterplätzchen (Mürbeteig) mit Nougatfüllung, schokoliert",482,6.43,20.9,65.8,0.435
Labskaus,127,7.65,7.2,7.19,1.0
Pastete im Brotteig gebacken,168,19.53,7.96,4.0,1.8
"Gänseleberpastete getrüffelt, in der Kruste gebacken",245,15.9,16.0,8.9,1.5
Schaumomelett gebraten mit Gemüse,168,8.2,13.866,1.98,0.688
Hackfleischpastete (mit Mürbeteig) gebacken,412,16.4,26.8,25.2,0.798
Budapester Salat,99,6.9,5.1,5.54,0.405
Kirschknödel mit Zucker und Zimt,197,2.88,9.52,24.1,0.372
Chili sin carne,70,3.3,1.6,8.0,0.56
"Reissalat bunt, mit Hühnerfleisch, Ei und Mayonnaise",144,4.8,9.55,9.2,0.295
Mokkabuttercremetorte (Biskuit) mit Alkohol,273,5.1,17.0,24.0,0.14
"Kekse/Plätzchen, kakaohaltig (Rührmasse) mit Nougatfüllung, schokoliert",521,6.5,29.0,56.4,0.085
Rührei gebraten mit Leberkäse,227,12.9,19.35,0.35,0.9
"Speiseeis (Frucht, Vanille) gemischt, mit Eierlikör",177,1.66,5.37,26.5,0.065
"Seehecht mit Senfsauce von heller/weißer Grundsauce, überbacken",99,10.3,5.7,1.37,0.515
Bitterschokolade gefüllt mit Fruchtcreme (alkoholhaltig),506,6.41,32.58,41.0,0.02
"Pute mit Kastanienfüllung, gebraten im Ofen, mit Preiselbeerkonfitüre und Grundsauce dunkel/braun",206,19.0,11.2,6.74,0.488
"Kekse/Plätzchen (Vollkornmürbeteig) mit Nougatfüllung, schokoliert",512,6.25,26.9,59.0,0.16
"Krabben-Cocktail mit Mayonnaise, gestreckt mit süßer Sahne",198,7.7,16.7,3.4,1.048
"Tintenfischringe im Backteig frittiert, mit Tsatsiki",159,10.1,9.0,8.6,0.632
"Gurken mit Hackfleischfüllung, geschmort, mit Sauce",136,7.3,9.7,4.0,0.5
Rote-Linsensuppe mit Koriander,91,4.9,3.2,9.4,0.62
Baumstamm/Bismarckeiche (Wasserbiskuit) mit Mokkabuttercreme,314,6.2,15.6,36.6,0.22
"Erbsensuppe mit Gemüsebrühe, Suppengrün und Speck",73,4.09,2.9,6.0,0.5
"Grießpudding mit Sahne und Fruchtzubereitung, gesüßt",116,2.34,4.47,16.5,0.108
Rohrnudeln (aus Hefeteig mit Wasser zubereitet) gebacken,347,6.69,14.49,46.0,0.518
Kichererbsen-Tomaten-Eintopf,104,4.7,4.4,9.0,0.302
"Antipasti-Teller (Gemüse und Pilze gegart, mit Thunfisch und Parmaschinken)",107,7.7,6.0,4.0,0.742
Frikadelle mit Brötchen und Tomatenketchup,266,15.51,13.53,19.85,1.032
Bami Goreng (Eierteigwaren gebraten mit Gemüse und Hähnchenfleisch),113,5.9,2.4,16.0,0.645
"Nuss-Spritzgebäck (Rührmasse) mit Nougatfüllung, schokoliert",547,7.1,37.0,44.2,0.132
Bologneser Sauce mit Rinderhackfleisch,182,9.34,14.4,2.9,0.608
"Schwein/Rind, Hackfleisch gemischt, tiefgefroren, gebraten ohne Fett (Ofen)",357,26.96,27.72,0.0,0.185
"Tomaten mit Hackfleischfüllung, gebacken",167,10.58,11.75,4.0,0.392
Buttercremetorte (Biskuit),299,5.44,18.85,26.66,0.15
"Mürbchen (Mürbeteig) mit Nougatfüllung, schokoliert",499,6.12,25.3,60.5,0.142
Knacker mit Senf,255,19.77,19.34,0.16,3.0
"Kalbsbrust mit Hackfleischfüllung, gebraten im Ofen, mit Sauce",247,17.89,18.5,2.0,0.625
"Zwiebeln gefüllt mit Champignons und Hackfleisch, geschmort",233,10.56,18.2,6.3,0.868
Schokoladen-Biskuitplätzchen mit Nougatfüllung,428,11.6,10.9,68.4,0.272
Zucchini mit Hackfleischfüllung und Käse überbacken,116,5.5,8.89,3.0,0.378
Fränkische Mehlklöße mit Kompott aus Trockenfrüchten,208,6.03,2.1,38.7,0.57
Biskuitplätzchen mit Nougatfüllung,421,11.15,6.9,77.4,0.232
Maultaschen Schwäbische Art (mit Hackfleisch) gebraten,190,10.125,12.67,7.819,1.21
"Vollkorn-Eier-Frischteigwaren mit Spinat und Tomaten Konserve, überbacken",89,5.23,2.5,10.0,0.48
Eier russisch,225,12.6,19.1,0.37,2.128
Buttercremetorte (Wiener Boden hell),328,4.86,21.78,27.9,0.14
Aprikosen-Nuss-Torte (Rührmasse),284,4.83,16.87,27.3,0.255
Würfelpastete,170,12.89,13.16,0.08,1.5
"Grießsuppe geröstet, legiert mit Eigelb",43,1.4,2.2,3.9,0.692
"Butterkekse/Butterplätzchen, kakaohaltig (Mürbeteig) mit Nougatfüllung",497,5.41,23.5,64.4,0.112
Tomatensauce italienische Art,55,1.09,3.65,3.5,0.592
"Heringssalat mit Apfel, Gewürzgurke und Mayonnaise, gestreckt mit saurer/süßer Sahne",160,7.8,12.4,3.1,4.62
Pudding-Frucht-Plunder,306,5.7,15.5,35.0,0.562
"Hackfleischbällchen mit Tomatenfüllung, gebraten, mit Tomatensauce (aus Tomatenmark)",226,10.9,18.1,4.2,0.56
Heringsstipp (mit Bismarck-Hering),170,7.94,13.1,3.9,1.42
Donauwellen (Rührmasse),315,4.55,20.23,27.7,0.188
Hascheesuppe,59,2.3,4.5,2.2,0.648
"Chicoree gedünstet, mit Käsesauce von Bechamelsauce gratiniert",116,3.45,9.7,3.06,0.492
"Kohlroulade mit Hackfleischfüllung, gedünstet",107,5.1,7.4,4.0,0.38
Gesülzter Hackbraten,198,17.1,13.9,1.07,1.5
Frühlingspastete,138,10.91,10.12,0.6,1.8
Kabeljau gedünstet auf asiatischem Gemüse,80,11.3,2.7,1.4,0.695
Aprikosencreme,138,4.8,7.1,12.8,0.065
Eierteigwaren gebraten mit Gemüse und Ei,122,6.1,4.2,14.2,0.402
"Haferflockensuppe geröstet, mit Gemüsebrühe und Ei",39,1.49,2.0,3.2,0.695
Pralinen gefüllt mit Fruchtcreme (alkoholhaltig),506,6.41,32.58,41.0,0.02
Quark-Frucht-Plunder,378,8.13,20.1,40.0,0.75
Waffelkekse mit Nougatfüllung,431,4.11,14.8,69.6,0.052
"Kartoffelklöße von gekochten Kartoffeln, gebraten mit Eiermilch",267,7.03,17.82,18.76,0.662
"Spritzgebäck (Rührmasse) mit Nougatfüllung, schokoliert",502,6.3,28.7,52.7,0.12
"Cocktail, Hugo",38,0.0,0.0,2.56,0.005
Aprikosen-Sahnetorte (Wasserbiskuit),217,3.6,12.8,21.4,0.108
Teufelssauce/Grillsauce,174,1.03,14.3,8.8,1.5
Himmel und Erde (Äpfel und Kartoffeln) mit gebratener Blutwurst,133,3.3,8.2,10.7,0.5
Kalbfleischpudding mit Lachsschinken und Champignons,274,20.4,18.45,6.3,0.93
Sternpastete,163,12.77,12.38,0.08,1.8
"Weiße-Bohnen-Eintopf mit Paprika, Tomaten und Ajvar",65,3.4,1.3,8.0,0.168
Eierpastete,160,12.71,12.01,0.17,1.8
Kartoffel-Lauchcremesuppe,63,1.21,2.3,9.0,0.42
"Rindfleisch gekocht, mit Kapernsauce von heller/weißer Grundsauce",131,15.6,6.9,1.46,0.545
"Matjessalat mit Roter Bete, Apfel, Kartoffeln und Mayonnaise",126,5.1,7.6,8.0,2.902
"Eier-Frischteigwaren mit gebackenem Kürbis, in Grundsauce hell/weiß mit Sahne",128,3.67,5.6,14.57,0.495
"Eier-Frischteigwaren Tomatenspätzle, selbstgemacht, roh",208,10.3,3.5,32.2,0.635
Gurken-Buttermilch-Joghurt-Kaltschale,34,2.24,1.1,3.2,0.12
Frikadelle mit Pommes frites und Tomatenketchup,240,10.01,13.65,18.32,0.895
"Kartoffel-Schupfnudeln gekocht, gebraten ohne Fett (Pfanne)",190,6.31,1.5,36.29,1.208
Chili con carne (mit Rinderhackfleisch),158,9.9,7.9,9.0,0.8
"Rotbarsch mit Champignonsauce, überbacken",110,6.8,7.2,3.9,0.52
"Butterkekse/Butterplätzchen, kakaohaltig (Vollkornmürbeteig) mit Nougatfüllung",494,5.96,23.7,61.8,0.11
"Paprikaschoten mit Hackfleischfüllung, gebacken",116,7.43,7.5,4.0,0.305
"Rind/Schwein, Hacksteak, tiefgefroren, gebraten ohne Fett (Ofen)",266,22.08,19.71,0.0,2.2
"Rosenkohl gekocht, mit Käsesauce von Bechamelsauce",77,4.29,4.6,3.27,0.452
Schoko-Müslikekse/Schoko-Müsliplätzchen (Vollkornmürbeteig),515,7.2,30.3,49.6,0.435
Spritzgebäck (Rührmasse) mit Nougatfüllung,489,6.3,26.9,54.1,0.142
Haselnusspastete,189,14.24,14.36,0.4,1.8
"Butterkekse/Butterplätzchen, kakaohaltig (Mürbeteig) mit Nougatfüllung, schokoliert",513,6.09,27.2,59.3,0.145
Innereiengericht (von Rind/Schwein) mit Sahnesauce,207,17.29,13.6,3.62,0.652
Auflauf aus Eier-Frischteigwaren mit Pilzsauce von Bechamelsauce und Gouda überbacken,165,6.8,5.9,20.0,0.61
"Cocktail, Touch Down",82,0.3,0.1,7.8,0.02
Berliner Weisse mit Fruchtsirup,53,0.6,0.0,5.74,0.002
"Schupfnudeln gegart, gebraten",243,4.55,13.62,24.14,0.288
"Frikadellen gebraten, mit gedünsteten Tomaten",164,10.43,11.38,4.41,0.46
Maultaschen Schwäbische Art (mit Hackfleisch) gebraten mit Ei,190,10.783,13.56,5.404,0.94
Mürbchen (Mürbeteig) mit Nougatfüllung,490,6.34,24.4,60.1,0.142
"Toast mit Spargel, Lachsschinken und Käse, gebacken",201,11.0,13.71,7.67,1.128
Preiselbeersauce mit Rotwein,145,0.476,0.289,32.46,0.005
Tofu-Bolognese vegan,160,11.4,10.7,2.7,0.225
Kartoffelsalat mit Mayonnaise,154,1.6,11.4,10.14,0.38
"Milchreis gesüßt, mit Milch 3,5 % Fett und Kompott aus Trockenfrüchten",167,3.98,2.4,31.0,0.092
"Spargel gekocht, mit Sauce Hollandaise/Holländischer Sauce",180,2.7,17.2,2.93,0.268
Frikadelle mit Senf,261,18.02,18.88,4.39,0.755
Knacker mit Brötchen und Senf,263,16.48,13.38,18.45,2.5
Champignonpastete,143,12.81,10.05,0.27,1.8
Vanillecremeeis mit Schlagsahne und Früchten (Konserve),162,2.2,11.29,12.56,0.058
Kalbsragout fein (Ragout fin),113,12.85,5.9,1.8,0.458
Tomaten-Thunfischsalat mit Essigmarinade,106,6.76,7.45,2.24,0.525
"Eier-Frischteigwaren Ravioli (Gemüsefüllung) gekocht, gebraten ohne Fett (Pfanne)",144,5.09,2.12,25.0,0.355
Schinken-Käsepastete,172,17.08,11.39,0.05,2.2
"Gemüsemischung mexikanische Art, tiefgefroren, geschmort ohne Fett",68,3.9,0.6,8.9,0.005
Buttercremetorte (Rührmasse),315,4.55,20.23,27.7,0.188
Baba mit Rum,315,6.6,8.7,50.0,0.445
Bratkartoffeln mit Speck und Zwiebeln,204,4.13,12.65,16.88,0.8
"Maultaschen mit Spinatfüllung, gegart in Gemüsebrühe",42,2.0,1.1,5.7,0.545
Linsen-Eintopf mit Wurst und Eier-Frischteigwaren Spätzle,152,7.8,5.7,15.0,0.745
Schokobuttercremetorte (Biskuit),309,5.12,20.2,25.9,0.128
"Schweinebauch gekocht, mit warmer Blut- und Leberwurst und gedünstetem Sauerkraut",139,6.32,11.31,1.36,1.0
"Eier weich gekocht, mit Senfsauce",103,6.73,7.3,2.29,0.65
Blumenkohlsalat (gegart) mit Quarkmayonnaise,131,4.0,10.8,4.04,0.198
Hackbraten mit Gemüsesauce,196,13.33,12.9,5.7,0.648
Quark-Frucht-Vollkornplunder,349,7.96,19.05,34.0,0.7
Maultaschen Schwäbische Art (mit Hackfleisch) gegart in Fleischbrühe,57,4.53,2.6,3.308,0.842
Kidneybohnen gedünstet,129,6.8,3.7,12.0,0.848
Biskuitschnitte mit Vanillebuttercreme,299,4.4,20.3,24.4,0.132
"Gemüsemischung mexikanische Art, tiefgefroren, gekocht",57,3.3,0.5,7.4,0.005
"Cocktail, Tequila Sunrise",60,0.3,0.0,5.594,0.005
Bockwurst mit Senf,241,12.16,21.16,0.17,2.0
"Kartoffel-Schupfnudeln gekocht, gebacken",208,6.91,1.64,39.7,1.32
"Rind/Schwein, Hackfleisch gemischt, tiefgefroren, gebraten ohne Fett (Pfanne)",333,27.09,24.91,0.0,0.188
Kartoffelsalat mit Gewürzgurke und Marinade (Gemüsebrühe),75,1.42,2.5,10.49,0.402
"Rind/Schwein, Hackfleisch gemischt, tiefgefroren, geschmort ohne Fett",364,28.65,27.74,0.0,0.192
"Eier-Frischteigwaren Ravioli (Fleischfüllung) gekocht, gebraten ohne Fett (Pfanne)",139,6.06,3.4,20.0,0.5
"Schwein/Rind, Hackfleisch gemischt, tiefgefroren, gekocht",370,28.54,28.38,0.0,0.188
Türkische Pizza (Lahmacun) gefüllt mit Salat und Sauce,183,8.2,8.1,18.0,0.458
"Schweinebraten mit Sauce, Kaisergemüse und Salzkartoffeln",107,7.05,5.3,7.1,0.348
Wildpaste (Brotaufstrich),298,14.35,25.8,1.75,0.995
Eierfrikassee mit Pilzsauce von heller/weißer Grundsauce,107,9.9,6.7,1.57,0.8
"Erbsensuppe mit Gemüsebrühe, Gemüse, Mettwürstchen und Schweinebauch",116,6.37,7.2,5.0,0.8
Trüffelmosaikpastete,169,14.1,12.34,0.18,1.5
"Rind/Schwein, Hacksteak, tiefgefroren, gegrillt",286,21.98,21.94,0.0,2.2
"Kekse/Plätzchen, kakaohaltig (Rührmasse) mit Nougatfüllung",512,6.5,27.2,58.8,0.1
Vanillecremeeis mit heißer Himbeersauce,91,1.8,2.8,12.1,0.03
Lachs-Spinatsauce von Grundsauce hell/weiß mit Sahne,160,11.33,11.9,1.51,0.582
"Lachs gebraten, in Grundsauce hell/weiß mit Sahne und Risi-Pisi",156,9.2,8.8,9.4,0.41
"Vanillepudding, Flammeri, zubereitet aus Pulver und Milch 3,5 % Fett, mit Früchten und Süßstoff",69,2.5,2.22,9.13,0.108
"Kabeljaufilet gedünstet, mit Gemüsesauce von heller/weißer Grundsauce",91,11.2,4.0,1.9,0.515
Eierteigwaren mit Carbonara Sauce,167,9.0,6.01,18.6,0.8
"Speiseeis (Frucht, Nuss, Schokolade) gemischt, mit Eierlikör",212,2.63,7.71,28.7,0.07
"Eintopf aus Teigwaren eifrei, mit Hackfleisch",134,6.5,6.0,13.1,0.638
"Eier weich gekocht, mit Specksauce von dunkler/brauner Grundsauce",108,7.17,7.4,2.97,0.5
"Schleie gedünstet, mit Senfsauce von heller/weißer Grundsauce",82,11.29,3.1,1.86,0.648
Lachsschinkenpastete,139,14.13,9.1,0.23,1.2
Lauchsalat (gegart) mit Speck-Essigmarinade,133,2.36,11.37,4.0,0.872
Butterkekse/Butterplätzchen (Mürbeteig) mit Nougatfüllung,458,5.83,15.7,72.3,0.468
Kartoffelkroketten mit Karotten und Erbsen in Grundsauce hell/weiß mit Sahne,174,4.6,8.2,18.77,0.232
Bockwurst mit Brötchen und Senf,254,11.44,14.46,18.79,2.0
Linsen-Eintopf mit Backpflaumen und Blutwurst,142,7.15,4.6,15.2,0.8
Pudding-Frucht-Vollkornplunder,286,5.5,14.75,31.0,0.528
"Gnocchi tiefgefroren, gekocht",148,3.927,0.617,30.67,0.33
Hackbraten mit Grundsauce dunkel/braun,210,13.53,14.6,5.82,0.742
Baiser mit Schoko-Nougatfüllung,435,5.4,10.6,78.2,0.22
"Schwein/Rind, Hackfleisch gemischt, tiefgefroren, gebraten ohne Fett (Pfanne)",352,26.56,27.31,0.0,0.182
Zwetschgenknödel mit Zucker und Zimt,165,2.28,7.73,20.89,0.302
Birne Helene,166,2.6,10.05,15.9,0.068
Berner Würstchen gegrillt,296,15.7,25.75,0.17,2.5
Frikadelle mit Bratkartoffeln aus rohen Kartoffeln und Tomatenketchup,235,8.02,14.71,16.56,0.518
Berner Würstchen gebraten ohne Fett (Pfanne),260,14.0,22.6,0.15,2.2
Kekse/Plätzchen (Vollkornmürbeteig) mit Nougatfüllung,507,6.3,26.1,59.0,0.162
"Lachs im Blätterteig gebacken, mit gekochtem Spargel und Grundsauce hell/weiß",177,9.2,12.0,7.49,0.41
Fischklößchen mit Rotbarsch gegart und Gemüsesauce von heller/weißer Grundsauce,64,5.2,2.8,3.8,0.538
"Gnocchi gekocht, gebacken",218,5.688,0.844,45.52,1.645
Pudding-Plunder belegt mit Früchten und Klarguss,237,4.6,11.4,28.0,0.415
"Artischocke in Öl, Konserve, abgetropft gekocht",310,3.112,27.758,3.67,1.478
Königsberger Klopse mit Kapernsauce von heller/weißer Grundsauce,140,9.4,9.7,3.52,0.828
Nuss-Spritzgebäck (Rührmasse) mit Nougatfüllung,545,7.4,37.1,43.8,0.155
"Gemüsemischung mexikanische Art, tiefgefroren, gedünstet",62,3.6,0.5,8.1,0.005
"Speiseeis (Frucht, Schoko, Vanille) gemischt, mit Eierlikör",198,2.33,6.94,27.3,0.075
Mosaikroulade,156,12.64,11.7,0.08,1.8
Maultaschen Schwäbische Art (mit Hackfleisch) in Butter geröstet,176,9.994,11.23,7.698,1.188
Kartoffelsalat mit Salatgurke und Marinade (Gemüsebrühe),71,1.44,2.5,9.74,0.22
"Schwein/Rind, Hackfleisch gemischt, tiefgefroren, geschmort ohne Fett",386,28.08,30.41,0.0,0.185
"Rind/Schwein, Hacksteak, tiefgefroren, gebraten ohne Fett (Pfanne)",219,17.22,16.64,0.0,1.8
"Eier-Frischteigwaren Ravioli (Gemüsefüllung) gekocht, gebacken",160,5.67,2.36,27.8,0.395
"Wirsing-Eintopf mit Fleischklößchen, Kartoffeln und Karotten",64,3.58,2.5,6.0,0.38
Blumenkohl mit Käsesauce von Bechamelsauce überbacken,84,3.92,5.0,5.43,0.382
"Kohlrüben/Steckrüben, gedünstet mit Speck, in Grundsauce hell/weiß",37,1.35,1.9,2.47,0.5
Weißkrautsalat (gegart) mit Speck-Essigmarinade,102,1.72,8.03,4.09,0.622
"Gemüsemischung asiatische Art, Konserve, abgetropft",22,1.7,0.3,2.5,0.535
"Gemüsemischung mexikanische Art, tiefgefroren, gebraten ohne Fett (Pfanne)",84,4.9,0.7,11.0,0.008
"Kürbis gebacken, in Paprikasauce von Bechamelsauce",74,1.63,4.1,6.26,0.408
"Eier gekocht, mit Remouladensauce, gestreckt mit saurer Sahne",196,9.7,16.8,1.2,0.78
Currywurst mit Pommes frites,217,6.58,13.04,17.44,1.6072
"Gnocchi gekocht, gebraten ohne Fett (Pfanne)",200,5.2,0.771,41.62,1.504
"Eier-Frischteigwaren Ravioli (Fleischfüllung) gekocht, gebacken",157,6.75,3.78,23.0,0.5
"Gemüsemischung Erbsen-Karotten, Konserve, abgetropft",49,2.9,0.368,6.64,0.54
"Reisauflauf mit Karotten, Erbsen und Pilzen",152,6.2,5.4,18.2,0.68
Rehbraten mit Wildsauce von dunkler/brauner Grundsauce,196,22.5,10.8,2.1,0.855
Bratwurst mit Kartoffelsalat und Senf,188,5.6,15.2,6.43,1.028
Rehpfeffer,162,13.5,9.7,4.2,1.0
"Kartoffelklöße gebraten mit Eiermilch, mit Butterbröseln und Kompott aus Trockenfrüchten",253,5.47,13.1,26.5,0.505
"Türkische Pizza (Lahmacun) gefüllt mit Grillfleisch (Geflügel), Rohkost und Sauce",186,9.1,8.5,17.0,0.578
"Moussaka (Auflauf mit Kartoffeln, Auberginen, Bechamel- und Hackfleischsauce)",157,6.14,11.0,7.5,0.602
Tomatensauce aus Tomaten Konserve,108,1.206,9.549,3.6,0.508
Vollkorn-Eier-Frischteigwaren mit Bologneser Sauce,166,9.16,9.8,9.0,0.532
Wrap gefüllt mit Salat und gebratenem Hähnchenbrustfilet,153,12.18,4.2,15.9,0.7
"Paprikaschoten mit Hackfleisch-Reisfüllung gedünstet, in Tomatensauce (aus Tomatenmark)",139,5.7,9.1,8.0,0.39
Wildschweinbraten mit Speck und Wildsauce von dunkler/brauner Grundsauce,183,16.3,11.8,2.5,1.0
Knacker mit Kartoffelsalat und Senf,191,8.3,14.3,6.47,1.2
Ragout fin aus Hühnerfleisch,219,15.12,16.8,1.7,0.558
Hasenragout,182,17.0,10.9,3.6,1.0
Rostbratwurst mit Kartoffelsalat und Senf,170,7.6,12.3,6.38,0.97
Brühwurst mit Senf,183,14.33,13.8,0.16,2.0
Wildgulasch mit Steinpilzen und Wildsauce von dunkler/brauner Grundsauce,129,16.0,5.0,3.1,0.578
"Schweinebrust mit Hackfleischfüllung, gebraten im Ofen, mit Sahnesauce von dunkler/brauner Grundsauce",235,17.4,17.4,2.0,0.8
"Burrito gefüllt mit Gemüse, Rinderhackfleisch und Käse",289,11.5,11.0,35.0,1.408
Pilzsauce von dunkler/brauner Grundsauce,75,1.8,4.8,5.3,0.7
"Kartoffelsuppe sauer, mit Blut- und Leberwurst",119,3.5,7.9,8.0,0.8
"Cannelloni al forno, Teigwaren gefüllt mit Bologneser Sauce, mit Käse überbacken",236,11.34,14.1,14.9,0.835
Hühnerfrikassee mit Champignons,172,10.91,13.2,2.23,0.625
Grünkohl-Eintopf mit Kartoffeln und Kochwurst,80,5.13,3.3,6.1,0.8
Frikadelle mit Kartoffelsalat und Senf,198,8.4,14.5,7.77,0.535
"Pudding-Plunder belegt mit Früchten, Klarguss und Sahne",246,4.5,13.4,26.0,0.378
Bockwurst mit Kartoffelsalat und Senf,185,5.4,14.9,6.54,1.0
Wiener Würstchen mit Kartoffelsalat und Senf,197,5.5,16.2,6.47,0.998
